,active,Astapor,King's Landing,Winterfell,Unknown,iPhone,trips_in_first_30_days,avg_rating_of_driver,avg_surge,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
363,No,0,0,1,0,1,2,4.5,1.01,0,71.1,4.14,4.7
364,No,1,0,0,0,1,2,4.3,1.0,1,66.7,4.72,5.0
365,No,0,0,1,0,1,1,5.0,1.0,0,33.3,10.14,5.0
366,No,0,0,1,0,1,7,5.0,1.0,1,61.9,3.12,4.8
367,No,0,1,0,0,1,0,5.0,1.0,0,0.0,16.96,5.0
368,No,0,1,0,0,1,3,5.0,1.23,1,56.1,3.63,4.9
369,No,1,0,0,0,1,10,5.0,1.05,1,70.0,1.21,5.0
370,No,0,0,1,0,1,3,4.7,1.0,0,66.7,8.82,4.4
371,No,1,0,0,0,1,7,4.9,1.0,0,70.6,4.08,4.7
372,No,0,1,0,0,1,0,5.0,1.0,1,60.0,1.34,3.5
373,No,0,0,1,0,0,6,4.7,1.21,1,23.1,4.43,4.7
374,No,1,0,0,0,1,0,5.0,1.04,0,57.1,2.34,5.0
375,No,1,0,0,1,0,1,5.0,1.03,0,94.7,2.59,4.9
376,No,0,1,0,0,1,1,5.0,1.07,0,66.7,3.09,4.8
377,No,1,0,0,0,1,1,4.0,1.46,0,50.0,4.03,4.2
378,No,1,0,0,0,1,4,5.0,1.27,0,21.4,2.22,4.6
379,No,0,0,1,0,1,1,5.0,1.0,0,50.0,1.91,5.0
380,No,0,1,0,0,1,2,5.0,1.0,0,100.0,13.75,5.0
381,No,0,1,0,0,1,0,5.0,1.0,0,85.7,3.05,4.9
382,No,1,0,0,0,1,0,4.7,1.0,0,100.0,6.01,5.0
383,No,0,0,1,0,1,2,4.2,1.0,0,37.5,3.3,5.0
384,No,1,0,0,0,0,2,5.0,1.15,0,80.0,4.93,5.0
385,No,0,0,1,0,1,3,3.5,1.02,0,92.6,3.7,4.5
386,No,1,0,0,0,0,5,3.5,1.0,0,100.0,2.39,5.0
387,No,0,0,1,0,1,1,4.0,1.0,0,0.0,11.61,4.0
388,No,0,0,1,0,1,7,4.0,1.0,1,100.0,1.63,4.0
389,No,1,0,0,0,0,5,4.3,1.0,1,50.0,5.28,4.8
390,No,0,0,1,0,1,2,4.5,1.0,0,87.5,5.74,5.0
391,No,0,0,1,0,1,1,5.0,1.0,0,100.0,4.95,4.8
392,No,0,1,0,0,0,3,5.0,1.25,0,25.0,4.95,5.0
393,No,0,1,0,0,0,2,5.0,1.0,1,55.6,2.91,4.9
394,No,1,0,0,0,1,1,5.0,1.0,0,100.0,0.93,5.0
395,No,0,1,0,0,1,0,5.0,1.0,1,92.9,6.67,5.0
396,No,0,1,0,0,1,1,5.0,1.0,0,100.0,2.71,5.0
397,No,1,0,0,0,0,0,4.0,1.0,1,100.0,1.86,5.0
398,No,1,0,0,0,0,2,5.0,1.0,1,100.0,3.07,5.0
399,No,0,1,0,0,1,1,5.0,1.0,0,100.0,2.4,5.0
400,No,1,0,0,0,1,0,5.0,1.0,0,100.0,2.61,5.0
401,No,0,0,1,0,1,4,5.0,1.06,1,7.7,2.63,4.8
402,No,0,1,0,0,1,0,4.0,1.0,1,100.0,2.27,5.0
403,No,0,1,0,1,0,0,5.0,1.06,1,51.3,7.21,4.5
404,No,0,0,1,0,0,0,5.0,1.0,1,60.0,5.09,5.0
405,No,0,0,1,0,1,2,4.0,1.0,0,100.0,2.25,5.0
406,No,1,0,0,0,1,1,5.0,1.0,1,50.0,5.66,3.0
407,No,1,0,0,0,0,1,3.0,1.0,0,100.0,4.65,5.0
408,No,0,0,1,0,0,1,5.0,1.0,0,100.0,2.62,5.0
409,No,0,0,1,0,1,12,4.9,1.0,0,66.7,3.47,4.9
410,No,1,0,0,0,1,2,5.0,1.0,0,100.0,2.11,5.0
411,No,0,0,1,0,1,0,4.0,1.08,0,33.3,2.65,3.7
412,No,0,0,1,0,1,0,4.2,1.17,1,58.3,7.93,4.7
413,No,1,0,0,0,1,1,4.0,1.25,1,75.0,5.75,5.0
414,No,0,0,1,0,1,3,5.0,1.0,0,25.0,4.89,4.8
415,No,0,0,1,0,0,2,4.4,1.14,0,78.6,2.99,5.0
416,No,0,0,1,0,0,0,3.3,1.03,0,77.8,4.17,4.7
417,No,0,0,1,0,0,6,4.6,1.36,0,66.7,6.03,4.9
418,No,0,0,1,0,1,8,4.3,1.02,1,100.0,1.45,4.7
419,No,1,0,0,0,1,0,5.0,1.0,0,0.0,4.81,5.0
420,No,0,0,1,0,1,13,5.0,1.04,0,74.3,2.79,4.9
421,No,0,1,0,0,1,1,4.5,1.0,1,16.7,11.6,5.0
422,No,0,0,1,0,1,0,5.0,1.0,0,0.0,0.08,5.0
423,No,0,0,1,0,1,4,3.9,1.11,1,47.4,2.86,4.8
424,No,1,0,0,0,1,2,5.0,1.0,0,100.0,2.12,5.0
425,No,0,0,1,0,1,3,5.0,1.0,0,100.0,6.71,4.8
426,No,1,0,0,0,0,1,1.0,1.0,1,50.0,2.41,5.0
427,No,1,0,0,0,0,0,5.0,1.0,0,0.0,3.95,5.0
428,No,0,0,1,0,0,0,5.0,1.0,0,0.0,15.86,5.0
429,No,0,0,1,0,1,1,4.3,1.0,0,88.9,2.13,4.1
430,No,1,0,0,0,1,17,4.8,1.03,1,56.5,1.89,4.8
431,No,0,0,1,0,0,0,5.0,1.0,1,100.0,19.9,5.0
432,No,0,1,0,0,1,6,4.9,1.04,1,47.8,3.15,4.9
433,No,0,0,1,0,1,5,4.8,1.0,0,50.0,1.04,4.8
434,No,0,0,1,0,1,1,3.0,1.0,0,100.0,15.1,5.0
435,No,0,0,1,0,1,3,4.5,1.0,0,66.7,1.4,4.3
436,No,0,0,1,0,1,1,4.0,1.0,1,0.0,2.23,2.0
437,No,0,1,0,0,1,0,5.0,1.0,0,66.7,6.38,5.0
438,No,0,0,1,0,0,1,4.0,1.0,0,100.0,18.14,5.0
439,No,1,0,0,0,1,3,5.0,1.0,0,50.0,2.38,5.0
440,No,0,1,0,0,1,0,5.0,1.0,0,66.7,5.75,5.0
441,No,1,0,0,0,1,11,5.0,1.42,1,47.8,2.31,4.6
442,No,0,0,1,0,1,4,3.0,1.0,1,83.3,6.23,4.8
443,No,0,0,1,0,1,3,5.0,1.46,1,100.0,3.33,4.8
444,No,0,0,1,0,1,1,5.0,1.0,0,100.0,1.18,5.0
445,No,0,1,0,0,1,6,5.0,1.04,0,60.7,5.24,4.7
446,No,0,1,0,0,1,1,4.3,1.1,1,58.3,3.99,4.9
447,No,0,0,1,0,1,4,5.0,1.44,0,25.0,2.42,4.7
448,No,0,0,1,0,0,2,4.3,1.0,0,100.0,1.72,5.0
449,No,0,0,1,0,0,5,4.8,1.0,1,100.0,4.49,5.0
450,No,1,0,0,0,1,3,5.0,1.14,1,31.3,4.0,4.6
451,No,0,0,1,0,1,11,4.8,1.07,0,77.1,6.12,4.9
452,No,0,0,1,0,1,3,3.3,1.0,0,33.3,4.36,5.0
453,No,0,1,0,0,0,1,4.6,1.0,0,14.3,5.45,5.0
454,No,0,0,1,0,1,0,5.0,1.0,0,100.0,0.92,5.0
455,No,0,0,1,0,1,9,4.3,1.06,1,80.0,2.36,4.5
456,No,1,0,0,0,1,0,5.0,1.0,1,50.0,1.97,5.0
457,No,1,0,0,0,1,1,5.0,1.0,1,100.0,3.94,5.0
458,No,0,0,1,0,1,0,5.0,1.0,1,50.0,9.28,5.0
459,No,1,0,0,0,1,1,3.9,1.0,0,62.5,1.87,5.0
460,No,0,0,1,0,0,1,4.1,1.0,0,90.9,7.73,4.9
461,No,1,0,0,1,0,5,5.0,1.04,0,83.3,3.01,3.5
462,No,0,1,0,0,1,1,5.0,1.0,0,50.0,3.2,5.0
463,No,0,0,1,0,1,0,4.0,1.0,0,0.0,3.17,5.0
464,No,0,0,1,0,0,1,4.3,1.07,1,41.7,2.79,4.6
465,No,0,0,1,0,0,2,5.0,1.0,1,100.0,5.6,5.0
466,No,0,0,1,0,0,3,5.0,1.0,0,100.0,7.92,4.0
467,No,0,1,0,0,0,1,5.0,1.33,0,66.7,1.35,5.0
468,No,0,0,1,0,0,1,2.0,1.0,0,0.0,4.05,5.0
469,No,0,0,1,0,0,1,5.0,1.0,1,0.0,2.06,5.0
470,No,0,0,1,0,1,3,4.5,1.0,0,42.9,3.48,4.9
471,No,0,1,0,0,0,0,5.0,1.0,0,25.0,8.14,4.8
472,No,0,0,1,0,0,1,5.0,1.0,1,83.3,5.2,4.3
473,No,0,0,1,0,1,2,4.0,1.0,0,0.0,2.83,5.0
474,No,0,1,0,0,1,0,4.7,1.02,0,81.3,13.08,4.8
475,No,1,0,0,0,1,1,5.0,1.0,0,100.0,1.68,5.0
476,No,0,0,1,0,1,2,4.8,1.2,0,20.0,1.75,5.0
477,No,1,0,0,0,1,0,5.0,1.0,0,100.0,10.27,4.8
478,No,1,0,0,0,1,0,5.0,1.0,1,50.0,2.95,4.5
479,No,0,1,0,0,0,1,5.0,1.0,1,0.0,4.23,5.0
480,No,0,0,1,0,1,1,4.3,1.06,1,50.0,4.85,4.9
481,No,0,0,1,0,1,3,5.0,1.13,0,50.0,3.33,4.5
482,No,0,0,1,0,1,0,4.5,1.08,0,33.3,6.12,5.0
483,No,0,0,1,0,1,11,4.2,1.0,1,88.2,3.52,4.8
484,No,1,0,0,0,1,0,4.4,1.0,1,82.5,2.65,4.9
485,No,0,0,1,0,0,4,5.0,1.44,0,44.4,5.02,4.6
486,No,1,0,0,0,1,5,4.7,1.0,0,50.0,2.55,5.0
487,No,0,0,1,0,0,3,5.0,1.0,0,100.0,1.9,4.7
488,No,1,0,0,0,1,6,4.4,1.04,1,100.0,13.83,4.8
489,No,0,0,1,0,1,2,4.0,1.0,0,80.0,3.63,4.4
490,No,1,0,0,0,1,1,4.0,1.0,1,0.0,2.24,3.0
491,No,0,0,1,0,0,1,4.3,1.03,1,53.3,3.95,4.8
492,No,0,0,1,0,0,1,5.0,1.0,1,100.0,2.83,5.0
493,No,0,1,0,0,1,3,5.0,1.0,1,66.7,2.35,5.0
494,No,0,0,1,0,1,0,4.8,1.0,0,100.0,12.06,4.5
495,No,0,0,1,0,0,0,5.0,1.0,0,100.0,6.0,5.0
496,No,1,0,0,0,1,2,4.0,1.0,0,100.0,3.55,5.0
497,No,1,0,0,0,0,1,5.0,1.0,0,0.0,1.01,5.0
498,No,1,0,0,0,1,1,5.0,1.0,0,0.0,5.52,5.0
499,No,0,0,1,0,0,1,5.0,1.0,0,0.0,1.39,5.0
500,No,0,0,1,0,1,5,4.6,1.0,1,100.0,5.56,5.0
501,No,1,0,0,0,0,1,5.0,1.0,0,100.0,6.4,5.0
502,No,0,0,1,0,1,2,5.0,1.0,0,0.0,1.19,4.0
503,No,0,0,1,0,1,7,4.3,1.15,1,75.0,2.76,4.8
504,No,0,0,1,0,1,0,4.3,1.0,0,100.0,4.85,4.1
505,No,1,0,0,0,1,15,5.0,1.14,1,49.3,2.44,4.8
506,No,1,0,0,0,0,1,4.9,1.0,0,100.0,10.11,4.6
507,No,1,0,0,0,0,13,3.9,1.1,1,62.5,2.83,4.8
508,No,0,1,0,0,1,0,4.7,1.0,1,66.7,7.7,5.0
509,No,1,0,0,0,1,2,5.0,1.0,0,100.0,8.18,5.0
510,No,0,1,0,0,0,6,5.0,1.15,0,40.0,5.36,5.0
511,No,0,0,1,0,0,3,4.8,1.09,0,45.5,3.26,4.6
512,No,0,0,1,0,0,0,5.0,1.0,1,100.0,2.26,5.0
513,No,1,0,0,0,0,3,4.7,1.0,0,0.0,1.91,4.0
514,No,0,0,1,0,1,6,4.8,1.03,1,41.7,2.14,4.7
515,No,0,0,1,0,1,1,5.0,1.0,0,0.0,18.51,4.0
516,No,0,0,1,0,1,3,5.0,1.08,0,55.6,1.45,4.2
517,No,0,1,0,0,0,2,5.0,1.0,0,0.0,1.67,5.0
518,No,1,0,0,0,1,5,4.0,1.0,0,83.3,2.74,4.8
519,No,1,0,0,0,1,0,4.0,1.0,0,0.0,3.66,5.0
520,No,0,1,0,0,1,8,4.6,1.0,1,91.7,17.28,4.9
521,No,0,0,1,0,1,0,4.0,1.06,1,25.0,3.28,4.8
522,No,1,0,0,0,0,9,4.8,1.01,1,63.6,2.75,4.8
523,No,0,1,0,0,0,5,5.0,1.13,0,16.7,4.69,5.0
524,No,0,1,0,0,0,3,4.0,1.0,1,100.0,4.82,5.0
525,No,0,1,0,0,1,13,4.9,1.19,1,54.5,2.16,4.7
526,No,0,0,1,0,0,0,4.0,1.0,1,100.0,1.87,4.7
527,No,0,0,1,0,0,2,4.0,1.0,0,80.0,1.0,5.0
528,No,0,0,1,0,1,6,4.9,1.0,0,73.3,1.82,4.6
529,No,1,0,0,0,1,0,5.0,1.0,1,0.0,2.02,5.0
530,No,0,0,1,0,1,1,4.8,1.01,0,68.9,5.53,4.7
531,No,0,1,0,0,1,18,4.2,1.0,1,78.6,2.89,4.5
532,No,1,0,0,0,1,0,5.0,1.0,0,33.3,1.02,5.0
533,No,0,0,1,0,1,3,5.0,1.1,1,75.0,3.56,4.5
534,No,1,0,0,0,1,0,4.5,1.0,0,100.0,1.91,5.0
535,No,0,0,1,0,1,6,5.0,1.0,1,46.2,5.86,4.4
536,No,0,0,1,0,1,3,4.7,1.0,1,66.7,14.84,4.8
537,No,1,0,0,0,1,0,5.0,1.0,1,0.0,0.62,5.0
538,No,0,0,1,0,0,2,5.0,1.0,1,33.3,10.68,5.0
539,No,0,1,0,0,0,0,5.0,1.0,0,0.0,1.32,5.0
540,No,0,0,1,0,1,5,2.8,1.0,1,60.0,4.14,5.0
541,No,0,0,1,0,1,0,5.0,1.0,0,0.0,7.89,5.0
542,No,1,0,0,0,1,0,5.0,1.0,0,66.7,3.1,5.0
543,No,0,0,1,0,0,1,3.0,1.0,1,100.0,5.43,5.0
544,No,1,0,0,0,1,4,5.0,1.02,1,70.0,3.43,4.8
545,No,1,0,0,0,1,7,4.8,1.2,1,76.4,4.07,4.8
546,No,1,0,0,0,1,2,5.0,1.0,0,100.0,1.93,4.0
547,No,1,0,0,0,1,0,4.0,1.0,1,100.0,6.8,5.0
548,No,0,1,0,0,1,4,5.0,1.1,0,50.0,16.8,4.8
549,No,0,0,1,0,0,2,5.0,1.0,1,66.7,13.62,5.0
550,No,0,0,1,0,1,2,4.6,1.04,0,78.0,1.86,4.7
551,No,0,1,0,0,0,3,4.7,1.0,0,55.6,2.8,4.9
552,No,0,0,1,0,0,2,5.0,1.0,0,0.0,4.2,5.0
553,No,0,0,1,0,1,2,5.0,1.0,0,50.0,8.72,5.0
554,No,0,0,1,0,0,1,5.0,1.0,1,66.7,6.48,5.0
555,No,0,0,1,0,1,3,5.0,1.56,0,25.0,4.56,5.0
556,No,0,1,0,0,1,2,4.7,1.02,0,40.0,3.71,4.8
557,No,0,0,1,0,1,1,4.0,1.0,0,100.0,3.57,4.0
558,No,0,0,1,0,1,1,5.0,1.0,0,100.0,14.88,5.0
559,No,0,0,1,0,1,6,3.9,1.0,0,100.0,1.9,3.9
560,No,1,0,0,0,1,2,5.0,1.16,1,81.8,3.2,4.5
561,No,0,0,1,0,0,2,3.5,1.0,0,44.4,1.43,4.7
562,No,0,0,1,0,1,1,5.0,1.0,0,0.0,16.1,5.0
563,No,0,0,1,0,1,2,3.3,1.11,1,43.8,7.8,4.4
564,No,0,1,0,0,1,1,4.8,1.0,1,50.0,13.94,5.0
565,No,1,0,0,0,0,0,5.0,1.0,0,0.0,5.71,5.0
566,No,0,0,1,0,0,0,5.0,1.0,0,50.0,10.86,5.0
567,No,0,1,0,0,1,1,5.0,1.3,1,0.0,2.05,4.0
568,No,1,0,0,0,1,0,4.5,1.0,0,50.0,2.55,4.8
569,No,0,0,1,0,0,3,3.0,1.0,1,55.6,2.17,4.7
570,No,0,1,0,0,1,2,4.6,1.0,0,72.2,1.0,5.0
571,No,0,0,1,0,1,0,4.0,1.0,1,100.0,9.94,5.0
572,No,1,0,0,0,1,4,5.0,1.13,0,0.0,6.23,5.0
573,No,1,0,0,0,1,2,2.0,1.0,0,100.0,1.38,5.0
574,No,0,1,0,0,1,2,5.0,1.13,0,87.5,8.71,5.0
575,No,1,0,0,0,0,0,4.0,1.0,1,100.0,2.82,5.0
576,No,0,0,1,0,1,1,5.0,1.0,1,100.0,10.73,4.0
577,No,1,0,0,0,0,2,4.5,1.0,0,50.0,4.78,5.0
578,No,1,0,0,0,1,1,4.0,1.5,0,60.0,2.69,4.4
579,No,1,0,0,0,1,1,4.0,1.08,1,33.3,6.62,5.0
580,No,0,0,1,0,0,2,4.8,1.0,1,25.0,1.87,4.7
581,No,0,0,1,0,1,0,5.0,1.33,0,0.0,7.8,5.0
582,No,1,0,0,0,1,0,4.5,1.0,1,50.0,2.06,5.0
583,No,0,0,1,0,1,9,3.9,1.08,0,44.4,3.18,4.7
584,No,0,1,0,0,1,2,4.9,1.0,1,55.0,2.14,4.8
585,No,0,0,1,0,0,1,5.0,1.0,1,100.0,2.31,5.0
586,No,1,0,0,0,1,2,4.0,1.0,1,100.0,9.56,5.0
587,No,1,0,0,0,0,1,5.0,1.0,0,100.0,2.31,5.0
588,No,0,0,1,0,1,2,5.0,1.25,0,0.0,3.61,5.0
589,No,0,0,1,0,1,1,4.4,1.09,0,42.1,3.73,4.6
590,No,1,0,0,0,1,0,4.0,1.0,1,0.0,0.89,5.0
591,No,0,0,1,0,0,0,4.4,1.0,0,100.0,4.18,4.5
592,No,0,0,1,0,0,4,3.8,1.0,1,20.0,6.07,4.8
593,No,0,0,1,0,1,1,5.0,1.46,0,33.3,4.24,3.7
594,No,0,1,0,0,1,3,5.0,1.2,1,10.0,10.31,4.7
595,No,1,0,0,0,1,0,5.0,1.31,1,25.0,2.26,5.0
596,No,0,0,1,0,1,5,3.8,1.0,0,14.3,2.05,4.1
597,No,1,0,0,0,1,0,5.0,1.0,1,0.0,4.39,5.0
598,No,0,0,1,0,1,3,3.6,1.0,0,100.0,2.64,5.0
599,No,0,0,1,0,0,2,4.5,1.0,1,100.0,2.25,4.5
600,No,0,0,1,0,1,3,5.0,1.0,0,75.0,11.3,4.6
601,No,0,0,1,0,1,0,5.0,1.0,0,100.0,4.98,5.0
602,No,1,0,0,0,1,2,2.5,1.0,1,0.0,16.18,5.0
603,No,0,0,1,0,1,2,4.6,1.58,1,66.7,12.34,5.0
604,No,0,0,1,0,1,17,4.8,1.04,0,54.8,3.4,4.7
605,No,1,0,0,0,0,4,5.0,1.0,0,50.0,0.81,5.0
606,No,0,0,1,0,1,1,5.0,1.0,0,0.0,1.96,3.0
607,No,0,1,0,0,1,3,4.0,1.0,1,66.7,11.68,5.0
608,No,1,0,0,0,1,3,1.0,1.0,1,0.0,1.81,5.0
609,No,0,0,1,0,1,1,4.0,1.0,1,100.0,4.65,3.0
610,No,0,0,1,0,1,1,4.0,1.0,0,50.0,4.26,4.5
611,No,0,0,1,0,1,1,2.0,1.0,0,100.0,1.34,5.0
612,No,0,1,0,0,1,9,4.9,1.04,0,40.0,2.12,4.7
613,No,0,0,1,0,1,8,3.3,1.22,0,12.5,1.73,4.8
614,No,0,1,0,0,0,0,5.0,1.0,1,100.0,3.68,5.0
615,No,1,0,0,0,1,8,3.9,1.0,1,85.7,5.84,4.8
616,No,0,0,1,0,1,1,5.0,1.0,0,100.0,3.17,5.0
617,No,1,0,0,0,1,2,4.0,1.04,1,100.0,2.96,4.3
618,No,0,1,0,0,1,0,5.0,1.0,0,100.0,19.46,5.0
619,No,0,1,0,0,1,0,5.0,1.0,1,100.0,7.38,5.0
620,No,1,0,0,0,1,7,4.5,1.14,0,60.7,2.52,4.4
621,No,0,0,1,0,1,11,5.0,1.01,0,66.7,5.96,4.8
622,No,0,0,1,0,1,0,5.0,1.06,1,23.5,2.83,4.8
623,No,0,1,0,0,1,0,5.0,1.0,1,0.0,2.1,5.0
624,No,1,0,0,0,1,1,5.0,1.0,1,33.3,3.56,5.0
625,No,0,0,1,0,1,8,4.5,1.05,0,90.0,1.96,4.6
626,No,0,0,1,0,1,0,2.5,1.0,0,66.7,2.16,5.0
627,No,0,0,1,0,1,5,4.1,1.0,0,50.0,2.97,4.6
628,No,0,0,1,0,1,2,3.0,1.0,0,50.0,11.42,4.5
629,No,1,0,0,0,1,11,4.9,1.03,1,57.4,7.5,4.7
630,No,1,0,0,0,1,6,5.0,1.0,0,85.7,7.63,5.0
631,No,0,0,1,0,1,0,4.8,1.0,0,40.0,7.38,4.6
632,No,0,0,1,0,1,4,5.0,1.0,0,87.5,1.95,4.4
633,No,1,0,0,0,1,4,4.7,1.0,1,57.1,1.81,4.5
634,No,0,0,1,0,0,1,5.0,1.0,0,0.0,13.05,5.0
635,No,0,0,1,0,0,0,4.9,1.0,0,20.0,3.55,4.6
636,No,1,0,0,0,1,5,5.0,1.05,0,100.0,4.02,4.2
637,No,0,1,0,0,1,2,4.6,1.0,0,77.8,2.9,5.0
638,No,0,0,1,0,1,2,5.0,1.0,0,33.3,9.18,5.0
639,No,0,1,0,0,1,1,4.0,1.0,1,100.0,1.17,5.0
640,No,1,0,0,0,1,0,5.0,1.0,0,0.0,3.27,5.0
641,No,0,0,1,0,1,0,5.0,1.0,0,100.0,14.55,5.0
642,No,0,0,1,0,0,2,5.0,1.0,0,50.0,13.92,5.0
643,No,1,0,0,0,1,0,4.0,1.0,1,100.0,6.59,4.5
644,No,1,0,0,0,0,0,5.0,1.0,0,100.0,5.66,5.0
645,No,1,0,0,0,0,4,4.1,1.0,0,81.3,5.05,4.8
646,No,0,0,1,0,1,7,4.0,1.0,0,62.5,2.01,3.9
647,No,1,0,0,0,0,3,3.3,1.0,0,100.0,2.32,3.7
648,No,0,1,0,0,1,0,5.0,1.0,0,100.0,4.6,4.3
649,No,0,1,0,0,1,0,5.0,1.0,1,57.1,1.05,4.9
650,No,0,0,1,0,1,1,5.0,1.08,0,33.3,4.67,4.3
651,No,1,0,0,0,1,4,5.0,1.06,0,83.3,8.7,4.8
652,No,0,0,1,0,1,3,3.7,1.09,0,100.0,4.16,5.0
653,No,0,0,1,0,1,1,5.0,1.0,1,100.0,17.81,5.0
654,No,1,0,0,0,1,3,5.0,1.0,1,75.0,2.81,4.8
655,No,0,0,1,0,1,0,5.0,1.0,0,37.5,3.12,4.6
656,No,1,0,0,0,1,0,5.0,1.0,0,100.0,5.65,5.0
657,No,1,0,0,0,0,4,4.8,1.0,0,50.0,8.08,5.0
658,No,0,0,1,0,1,1,4.0,1.0,0,100.0,14.89,5.0
659,No,0,0,1,0,0,1,5.0,1.0,0,0.0,1.47,4.0
660,No,0,1,0,0,1,2,5.0,1.0,0,100.0,19.39,5.0
661,No,1,0,0,1,0,11,4.8,1.0,1,30.8,3.65,4.8
662,No,1,0,0,0,1,0,5.0,1.0,0,50.0,9.48,4.5
663,No,0,0,1,0,0,5,5.0,1.0,0,25.0,3.27,4.9
664,No,1,0,0,0,1,0,5.0,1.0,0,50.0,4.96,4.8
665,No,0,1,0,0,1,2,5.0,1.0,0,33.3,2.1,5.0
666,No,0,1,0,0,1,6,4.5,1.02,1,66.7,2.93,4.9
667,No,0,1,0,0,1,0,4.0,1.0,1,0.0,7.19,5.0
668,No,0,0,1,0,1,3,5.0,1.08,0,0.0,7.6,4.7
669,No,0,0,1,0,1,0,5.0,1.0,0,100.0,14.3,5.0
670,No,0,0,1,0,0,1,5.0,1.13,1,33.3,2.75,4.8
671,No,1,0,0,0,1,3,4.5,1.14,0,44.4,3.24,4.8
672,No,0,1,0,0,0,7,5.0,1.05,0,57.1,1.79,4.9
673,No,1,0,0,0,1,1,5.0,1.0,0,100.0,1.61,5.0
674,No,0,0,1,0,0,0,4.3,1.0,1,100.0,6.86,5.0
675,No,0,0,1,0,1,4,4.7,1.0,0,36.4,2.95,4.9
676,No,0,0,1,0,1,2,4.0,1.0,0,33.3,6.74,5.0
677,No,1,0,0,0,0,1,5.0,1.06,0,100.0,5.51,5.0
678,No,0,0,1,0,1,0,3.5,1.0,0,100.0,10.96,4.8
679,No,1,0,0,0,1,5,5.0,1.01,1,69.8,3.31,4.7
680,No,0,0,1,0,1,5,5.0,1.06,0,57.1,2.48,4.8
681,No,0,1,0,0,1,2,4.4,1.0,0,14.3,2.84,5.0
682,No,1,0,0,0,0,0,4.3,1.0,1,100.0,2.98,4.7
683,No,1,0,0,0,1,2,4.8,1.25,0,36.4,2.31,4.6
684,No,1,0,0,0,1,3,4.8,1.04,0,70.4,3.37,4.7
685,No,0,0,1,0,1,2,4.7,1.0,0,100.0,1.35,4.4
686,No,1,0,0,0,0,5,5.0,1.1,0,100.0,7.49,5.0
687,No,0,1,0,0,1,0,5.0,1.0,1,100.0,1.41,5.0
688,No,0,0,1,0,1,3,4.8,1.0,0,75.0,3.12,5.0
689,No,0,0,1,0,0,1,5.0,1.0,0,0.0,14.26,5.0
690,No,0,0,1,0,1,5,4.0,1.0,1,66.7,1.63,4.3
691,No,0,0,1,0,1,1,4.3,1.0,1,71.4,3.41,4.7
692,No,0,0,1,0,1,5,4.8,1.0,1,42.9,1.35,4.9
693,No,0,0,1,1,0,3,5.0,1.08,0,33.3,3.25,5.0
694,No,0,0,1,0,1,1,4.8,1.0,1,40.0,2.0,5.0
695,No,0,0,1,0,1,4,3.4,1.16,0,12.5,3.09,4.6
696,No,0,0,1,0,0,0,4.8,1.0,0,66.7,4.75,4.4
697,No,0,0,1,0,0,1,5.0,1.0,0,100.0,15.29,5.0
698,No,1,0,0,0,1,2,5.0,1.0,0,100.0,8.92,4.5
699,No,0,0,1,0,0,16,4.2,1.03,0,69.3,2.31,4.7
700,No,0,1,0,0,1,2,3.8,1.11,1,100.0,1.46,4.8
701,No,0,0,1,0,1,0,4.7,1.0,1,100.0,2.32,3.8
702,No,1,0,0,0,0,2,5.0,1.0,1,0.0,2.48,5.0
703,No,0,0,1,0,1,7,4.3,1.0,0,62.5,2.84,5.0
704,No,0,0,1,0,1,2,5.0,1.0,1,100.0,2.86,5.0
705,No,0,0,1,0,0,2,5.0,1.0,1,50.0,3.95,5.0
706,No,1,0,0,0,1,7,5.0,1.06,0,66.7,2.51,5.0
707,No,1,0,0,0,0,2,5.0,1.0,0,100.0,1.19,5.0
708,No,0,0,1,0,0,2,5.0,1.06,0,75.0,2.98,5.0
709,No,1,0,0,0,1,1,4.0,1.0,1,100.0,1.07,5.0
710,No,1,0,0,0,1,2,5.0,1.0,0,0.0,5.92,5.0
711,No,0,0,1,0,1,0,4.8,1.01,1,31.4,8.2,4.8
712,No,0,1,0,0,0,3,4.8,1.0,0,33.3,3.32,4.7
713,No,1,0,0,0,1,2,3.5,1.2,0,100.0,2.37,5.0
714,No,1,0,0,0,0,1,5.0,1.0,0,0.0,13.84,5.0
715,No,0,1,0,0,1,3,4.4,1.0,0,54.5,2.7,4.9
716,No,1,0,0,0,0,6,5.0,1.07,1,54.5,4.86,4.4
717,No,1,0,0,0,0,2,5.0,1.0,1,0.0,3.73,4.5
718,No,0,0,1,0,1,2,4.5,1.0,0,80.0,1.44,5.0
719,No,0,1,0,0,1,5,4.4,1.18,0,90.5,1.97,5.0
720,No,0,1,0,0,0,2,4.6,1.13,0,28.6,2.65,4.9
721,No,0,0,1,0,1,3,4.8,1.0,0,75.8,3.34,4.9
722,No,0,0,1,0,0,2,5.0,1.0,0,100.0,18.5,5.0
723,No,0,0,1,0,1,4,5.0,1.21,0,14.3,2.61,4.7
724,No,0,1,0,0,1,1,5.0,1.0,1,100.0,8.85,5.0
725,No,0,0,1,0,1,0,4.8,1.0,1,100.0,11.33,5.0
726,No,0,1,0,0,1,0,4.8,1.03,0,77.8,4.44,4.9
727,No,0,0,1,0,1,1,5.0,1.0,0,0.0,1.65,5.0
728,No,1,0,0,0,0,1,5.0,1.0,1,100.0,1.0,5.0
